"cnty_fips","display_name","Value","theme_range"
31183,"""Wheeler, (NE)""",63.5,"61.9 - 70.5 (645)"
31185,"""York, (NE)""",67,"61.9 - 70.5 (645)"
35001,"""Bernalillo, (NM)""",70.5,"61.9 - 70.5 (645)"
35005,"""Chaves, (NM)""",44.1,"0.0 - 61.8 (645)"
35007,"""Colfax, (NM)""",41.4,"0.0 - 61.8 (645)"
35009,"""Curry, (NM)""",67,"61.9 - 70.5 (645)"
35011,"""De Baca, (NM)""",51.7,"0.0 - 61.8 (645)"
35015,"""Eddy, (NM)""",61.5,"0.0 - 61.8 (645)"
35019,"""Guadalupe, (NM)""",65.4,"61.9 - 70.5 (645)"
35021,"""Harding, (NM)""",51.8,"0.0 - 61.8 (645)"
35025,"""Lea, (NM)""",79.2,"78.0 - 88.4 (638)"
35027,"""Lincoln, (NM)""",53.2,"0.0 - 61.8 (645)"
35028,"""Los Alamos, (NM)""",48.2,"0.0 - 61.8 (645)"
35033,"""Mora, (NM)""",46.7,"0.0 - 61.8 (645)"
35035,"""Otero, (NM)""",57,"0.0 - 61.8 (645)"
35037,"""Quay, (NM)""",71,"70.6 - 77.9 (646)"
35039,"""Rio Arriba, (NM)""",65.8,"61.9 - 70.5 (645)"
35041,"""Roosevelt, (NM)""",51.2,"0.0 - 61.8 (645)"
35047,"""San Miguel, (NM)""",44.1,"0.0 - 61.8 (645)"
35049,"""Santa Fe, (NM)""",48.7,"0.0 - 61.8 (645)"
35055,"""Taos, (NM)""",41.2,"0.0 - 61.8 (645)"
35057,"""Torrance, (NM)""",67,"61.9 - 70.5 (645)"
35059,"""Union, (NM)""",58.9,"0.0 - 61.8 (645)"
40001,"""Adair, (OK)""",62.7,"61.9 - 70.5 (645)"
40003,"""Alfalfa, (OK)""",93.8,"88.5 - 173.8 (642)"
40005,"""Atoka, (OK)""",64.8,"61.9 - 70.5 (645)"
40007,"""Beaver, (OK)""",69.4,"61.9 - 70.5 (645)"
40009,"""Beckham, (OK)""",79.5,"78.0 - 88.4 (638)"
40011,"""Blaine, (OK)""",80.7,"78.0 - 88.4 (638)"
40013,"""Bryan, (OK)""",71.3,"70.6 - 77.9 (646)"
40015,"""Caddo, (OK)""",84.9,"78.0 - 88.4 (638)"
40017,"""Canadian, (OK)""",76.6,"70.6 - 77.9 (646)"
40019,"""Carter, (OK)""",69.1,"61.9 - 70.5 (645)"
40021,"""Cherokee, (OK)""",77,"70.6 - 77.9 (646)"
40023,"""Choctaw, (OK)""",74.5,"70.6 - 77.9 (646)"
40025,"""Cimarron, (OK)""",60.3,"0.0 - 61.8 (645)"
40027,"""Cleveland, (OK)""",75.2,"70.6 - 77.9 (646)"
40029,"""Coal, (OK)""",68.3,"61.9 - 70.5 (645)"
40031,"""Comanche, (OK)""",64.2,"61.9 - 70.5 (645)"
40033,"""Cotton, (OK)""",83.7,"78.0 - 88.4 (638)"
40035,"""Craig, (OK)""",73.3,"70.6 - 77.9 (646)"
40037,"""Creek, (OK)""",81.8,"78.0 - 88.4 (638)"
40039,"""Custer, (OK)""",88.9,"88.5 - 173.8 (642)"
40041,"""Delaware, (OK)""",69.6,"61.9 - 70.5 (645)"
40043,"""Dewey, (OK)""",87.3,"78.0 - 88.4 (638)"
40045,"""Ellis, (OK)""",71.8,"70.6 - 77.9 (646)"
40047,"""Garfield, (OK)""",85.6,"78.0 - 88.4 (638)"
40049,"""Garvin, (OK)""",84.4,"78.0 - 88.4 (638)"
40051,"""Grady, (OK)""",76.8,"70.6 - 77.9 (646)"
40053,"""Grant, (OK)""",91.9,"88.5 - 173.8 (642)"
40055,"""Greer, (OK)""",73,"70.6 - 77.9 (646)"
40057,"""Harmon, (OK)""",72.4,"70.6 - 77.9 (646)"
40059,"""Harper, (OK)""",64.3,"61.9 - 70.5 (645)"
40061,"""Haskell, (OK)""",88.8,"88.5 - 173.8 (642)"
40063,"""Hughes, (OK)""",72.6,"70.6 - 77.9 (646)"
40065,"""Jackson, (OK)""",68.4,"61.9 - 70.5 (645)"
40067,"""Jefferson, (OK)""",101.3,"88.5 - 173.8 (642)"
40069,"""Johnston, (OK)""",64.1,"61.9 - 70.5 (645)"
40071,"""Kay, (OK)""",90.8,"88.5 - 173.8 (642)"
40073,"""Kingfisher, (OK)""",79.8,"78.0 - 88.4 (638)"
40075,"""Kiowa, (OK)""",85.6,"78.0 - 88.4 (638)"
40077,"""Latimer, (OK)""",82.1,"78.0 - 88.4 (638)"
40079,"""Le Flore, (OK)""",90.4,"88.5 - 173.8 (642)"
40081,"""Lincoln, (OK)""",81.1,"78.0 - 88.4 (638)"
40083,"""Logan, (OK)""",78.7,"78.0 - 88.4 (638)"
40085,"""Love, (OK)""",76.5,"70.6 - 77.9 (646)"
40087,"""McClain, (OK)""",85.5,"78.0 - 88.4 (638)"
40089,"""McCurtain, (OK)""",90.5,"88.5 - 173.8 (642)"
40091,"""McIntosh, (OK)""",82.8,"78.0 - 88.4 (638)"
40093,"""Major, (OK)""",87.4,"78.0 - 88.4 (638)"
40095,"""Marshall, (OK)""",63,"61.9 - 70.5 (645)"
40097,"""Mayes, (OK)""",67.8,"61.9 - 70.5 (645)"
40099,"""Murray, (OK)""",73.9,"70.6 - 77.9 (646)"
40101,"""Muskogee, (OK)""",96.5,"88.5 - 173.8 (642)"
40103,"""Noble, (OK)""",79.6,"78.0 - 88.4 (638)"
40105,"""Nowata, (OK)""",71.5,"70.6 - 77.9 (646)"
40107,"""Okfuskee, (OK)""",81.9,"78.0 - 88.4 (638)"
40109,"""Oklahoma, (OK)""",81.1,"78.0 - 88.4 (638)"
40111,"""Okmulgee, (OK)""",81,"78.0 - 88.4 (638)"
40113,"""Osage, (OK)""",83,"78.0 - 88.4 (638)"
40115,"""Ottawa, (OK)""",82.3,"78.0 - 88.4 (638)"
40117,"""Pawnee, (OK)""",81.8,"78.0 - 88.4 (638)"
40119,"""Payne, (OK)""",75.8,"70.6 - 77.9 (646)"
40121,"""Pittsburg, (OK)""",74,"70.6 - 77.9 (646)"
40123,"""Pontotoc, (OK)""",79,"78.0 - 88.4 (638)"
40125,"""Pottawatomie, (OK)""",90.1,"88.5 - 173.8 (642)"
40127,"""Pushmataha, (OK)""",78.9,"78.0 - 88.4 (638)"
40129,"""Roger Mills, (OK)""",87.2,"78.0 - 88.4 (638)"
40131,"""Rogers, (OK)""",67.9,"61.9 - 70.5 (645)"
40133,"""Seminole, (OK)""",84.9,"78.0 - 88.4 (638)"
40135,"""Sequoyah, (OK)""",86.9,"78.0 - 88.4 (638)"
40137,"""Stephens, (OK)""",88.1,"78.0 - 88.4 (638)"
40139,"""Texas, (OK)""",64.7,"61.9 - 70.5 (645)"
40141,"""Tillman, (OK)""",62.5,"61.9 - 70.5 (645)"
40143,"""Tulsa, (OK)""",83.6,"78.0 - 88.4 (638)"
40145,"""Wagoner, (OK)""",73.8,"70.6 - 77.9 (646)"
40147,"""Washington, (OK)""",79.2,"78.0 - 88.4 (638)"
40149,"""Washita, (OK)""",90.8,"88.5 - 173.8 (642)"
40151,"""Woods, (OK)""",88.2,"78.0 - 88.4 (638)"
40153,"""Woodward, (OK)""",68.8,"61.9 - 70.5 (645)"
46003,"""Aurora, (SD)""",62.2,"61.9 - 70.5 (645)"
46005,"""Beadle, (SD)""",68.8,"61.9 - 70.5 (645)"
46007,"""Bennett, (SD)""",70.2,"61.9 - 70.5 (645)"
46009,"""Bon Homme, (SD)""",60.4,"0.0 - 61.8 (645)"
46011,"""Brookings, (SD)""",78,"78.0 - 88.4 (638)"
46015,"""Brule, (SD)""",67.1,"61.9 - 70.5 (645)"
46017,"""Buffalo, (SD)""",79.7,"78.0 - 88.4 (638)"
46023,"""Charles Mix, (SD)""",63.3,"61.9 - 70.5 (645)"
46027,"""Clay, (SD)""",53.6,"0.0 - 61.8 (645)"
46033,"""Custer, (SD)""",69.9,"61.9 - 70.5 (645)"
46035,"""Davison, (SD)""",87.5,"78.0 - 88.4 (638)"
46043,"""Douglas, (SD)""",69.2,"61.9 - 70.5 (645)"
46047,"""Fall River, (SD)""",67.6,"61.9 - 70.5 (645)"
46053,"""Gregory, (SD)""",83.4,"78.0 - 88.4 (638)"
46055,"""Haakon, (SD)""",57.1,"0.0 - 61.8 (645)"
46059,"""Hand, (SD)""",77.8,"70.6 - 77.9 (646)"
46061,"""Hanson, (SD)""",87.8,"78.0 - 88.4 (638)"
46065,"""Hughes, (SD)""",70.2,"61.9 - 70.5 (645)"
46067,"""Hutchinson, (SD)""",73,"70.6 - 77.9 (646)"
46069,"""Hyde, (SD)""",70.7,"70.6 - 77.9 (646)"
46071,"""Jackson, (SD)""",55.6,"0.0 - 61.8 (645)"
46073,"""Jerauld, (SD)""",66.3,"61.9 - 70.5 (645)"
46075,"""Jones, (SD)""",75.6,"70.6 - 77.9 (646)"
46077,"""Kingsbury, (SD)""",73.1,"70.6 - 77.9 (646)"
46079,"""Lake, (SD)""",70.1,"61.9 - 70.5 (645)"
46081,"""Lawrence, (SD)""",56.9,"0.0 - 61.8 (645)"
46083,"""Lincoln, (SD)""",40.8,"0.0 - 61.8 (645)"
46085,"""Lyman, (SD)""",78.3,"78.0 - 88.4 (638)"
46087,"""McCook, (SD)""",70.7,"70.6 - 77.9 (646)"
46093,"""Meade, (SD)""",58,"0.0 - 61.8 (645)"
46095,"""Mellette, (SD)""",78.1,"78.0 - 88.4 (638)"
46097,"""Miner, (SD)""",72.6,"70.6 - 77.9 (646)"
46099,"""Minnehaha, (SD)""",68,"61.9 - 70.5 (645)"
46101,"""Moody, (SD)""",72.4,"70.6 - 77.9 (646)"
46103,"""Pennington, (SD)""",56.9,"0.0 - 61.8 (645)"
46111,"""Sanborn, (SD)""",77.8,"70.6 - 77.9 (646)"
46102,"""Oglala Lakota, (SD)""",42.1,"0.0 - 61.8 (645)"
46117,"""Stanley, (SD)""",63.3,"61.9 - 70.5 (645)"
46121,"""Todd, (SD)""",59.1,"0.0 - 61.8 (645)"
46123,"""Tripp, (SD)""",62.1,"61.9 - 70.5 (645)"
46125,"""Turner, (SD)""",62.1,"61.9 - 70.5 (645)"
46127,"""Union, (SD)""",59.4,"0.0 - 61.8 (645)"
46135,"""Yankton, (SD)""",66.1,"61.9 - 70.5 (645)"
48003,"""Andrews, (TX)""",78.9,"78.0 - 88.4 (638)"
48009,"""Archer, (TX)""",100.7,"88.5 - 173.8 (642)"
48011,"""Armstrong, (TX)""",89.5,"88.5 - 173.8 (642)"
48017,"""Bailey, (TX)""",67.1,"61.9 - 70.5 (645)"
48023,"""Baylor, (TX)""",100.9,"88.5 - 173.8 (642)"
48033,"""Borden, (TX)""",71.6,"70.6 - 77.9 (646)"
48037,"""Bowie, (TX)""",104,"88.5 - 173.8 (642)"
48045,"""Briscoe, (TX)""",82.4,"78.0 - 88.4 (638)"
48059,"""Callahan, (TX)""",90.8,"88.5 - 173.8 (642)"
48063,"""Camp, (TX)""",85.2,"78.0 - 88.4 (638)"
48065,"""Carson, (TX)""",72.8,"70.6 - 77.9 (646)"
48067,"""Cass, (TX)""",101.1,"88.5 - 173.8 (642)"
48069,"""Castro, (TX)""",56.4,"0.0 - 61.8 (645)"
48075,"""Childress, (TX)""",81.3,"78.0 - 88.4 (638)"
48077,"""Clay, (TX)""",101.9,"88.5 - 173.8 (642)"
48079,"""Cochran, (TX)""",70.1,"61.9 - 70.5 (645)"
48085,"""Collin, (TX)""",67,"61.9 - 70.5 (645)"
48087,"""Collingsworth, (TX)""",81.9,"78.0 - 88.4 (638)"
48097,"""Cooke, (TX)""",91,"88.5 - 173.8 (642)"
48101,"""Cottle, (TX)""",79.6,"78.0 - 88.4 (638)"
48107,"""Crosby, (TX)""",87.6,"78.0 - 88.4 (638)"
48111,"""Dallam, (TX)""",59.4,"0.0 - 61.8 (645)"
48113,"""Dallas, (TX)""",91.4,"88.5 - 173.8 (642)"
48115,"""Dawson, (TX)""",73.4,"70.6 - 77.9 (646)"
48117,"""Deaf Smith, (TX)""",55.1,"0.0 - 61.8 (645)"
48119,"""Delta, (TX)""",93.6,"88.5 - 173.8 (642)"
48121,"""Denton, (TX)""",73.1,"70.6 - 77.9 (646)"
48125,"""Dickens, (TX)""",112.5,"88.5 - 173.8 (642)"
48129,"""Donley, (TX)""",88.1,"78.0 - 88.4 (638)"
48133,"""Eastland, (TX)""",85.1,"78.0 - 88.4 (638)"
48139,"""Ellis, (TX)""",91.8,"88.5 - 173.8 (642)"
48143,"""Erath, (TX)""",76.2,"70.6 - 77.9 (646)"
48147,"""Fannin, (TX)""",85.1,"78.0 - 88.4 (638)"
48151,"""Fisher, (TX)""",87.6,"78.0 - 88.4 (638)"
48153,"""Floyd, (TX)""",82.7,"78.0 - 88.4 (638)"
48155,"""Foard, (TX)""",96.7,"88.5 - 173.8 (642)"
48159,"""Franklin, (TX)""",86.7,"78.0 - 88.4 (638)"
48165,"""Gaines, (TX)""",71.6,"70.6 - 77.9 (646)"
48169,"""Garza, (TX)""",84.8,"78.0 - 88.4 (638)"
48179,"""Gray, (TX)""",93.4,"88.5 - 173.8 (642)"
48181,"""Grayson, (TX)""",87.8,"78.0 - 88.4 (638)"
48183,"""Gregg, (TX)""",96.2,"88.5 - 173.8 (642)"
48189,"""Hale, (TX)""",81.9,"78.0 - 88.4 (638)"
48191,"""Hall, (TX)""",81.8,"78.0 - 88.4 (638)"
48195,"""Hansford, (TX)""",69.4,"61.9 - 70.5 (645)"
48197,"""Hardeman, (TX)""",76.2,"70.6 - 77.9 (646)"
48203,"""Harrison, (TX)""",90.6,"88.5 - 173.8 (642)"
48205,"""Hartley, (TX)""",85,"78.0 - 88.4 (638)"
48207,"""Haskell, (TX)""",77.8,"70.6 - 77.9 (646)"
48211,"""Hemphill, (TX)""",81.3,"78.0 - 88.4 (638)"
48213,"""Henderson, (TX)""",82.2,"78.0 - 88.4 (638)"
48219,"""Hockley, (TX)""",80.2,"78.0 - 88.4 (638)"
48221,"""Hood, (TX)""",86.9,"78.0 - 88.4 (638)"
48223,"""Hopkins, (TX)""",94.7,"88.5 - 173.8 (642)"
48227,"""Howard, (TX)""",65.2,"61.9 - 70.5 (645)"
48231,"""Hunt, (TX)""",90.1,"88.5 - 173.8 (642)"
48233,"""Hutchinson, (TX)""",82.9,"78.0 - 88.4 (638)"
48237,"""Jack, (TX)""",89.4,"88.5 - 173.8 (642)"
48251,"""Johnson, (TX)""",90.5,"88.5 - 173.8 (642)"
48253,"""Jones, (TX)""",86.9,"78.0 - 88.4 (638)"
48257,"""Kaufman, (TX)""",92.4,"88.5 - 173.8 (642)"
48263,"""Kent, (TX)""",96.5,"88.5 - 173.8 (642)"
48269,"""King, (TX)""",79.5,"78.0 - 88.4 (638)"
48275,"""Knox, (TX)""",81.6,"78.0 - 88.4 (638)"
48277,"""Lamar, (TX)""",89.8,"88.5 - 173.8 (642)"
48279,"""Lamb, (TX)""",79.6,"78.0 - 88.4 (638)"
48295,"""Lipscomb, (TX)""",71.7,"70.6 - 77.9 (646)"
48303,"""Lubbock, (TX)""",81.9,"78.0 - 88.4 (638)"
48305,"""Lynn, (TX)""",80.1,"78.0 - 88.4 (638)"
48315,"""Marion, (TX)""",92.3,"88.5 - 173.8 (642)"
48317,"""Martin, (TX)""",70.3,"61.9 - 70.5 (645)"
48335,"""Mitchell, (TX)""",87.1,"78.0 - 88.4 (638)"
48337,"""Montague, (TX)""",100,"88.5 - 173.8 (642)"
48341,"""Moore, (TX)""",75.2,"70.6 - 77.9 (646)"
48343,"""Morris, (TX)""",102.2,"88.5 - 173.8 (642)"
48345,"""Motley, (TX)""",98.7,"88.5 - 173.8 (642)"
48353,"""Nolan, (TX)""",85.3,"78.0 - 88.4 (638)"
48357,"""Ochiltree, (TX)""",68.7,"61.9 - 70.5 (645)"
48359,"""Oldham, (TX)""",82.3,"78.0 - 88.4 (638)"
48363,"""Palo Pinto, (TX)""",85.7,"78.0 - 88.4 (638)"
48365,"""Panola, (TX)""",88.5,"88.5 - 173.8 (642)"
48367,"""Parker, (TX)""",89.6,"88.5 - 173.8 (642)"
48369,"""Parmer, (TX)""",65.9,"61.9 - 70.5 (645)"
48375,"""Potter, (TX)""",89.3,"88.5 - 173.8 (642)"
48379,"""Rains, (TX)""",104.1,"88.5 - 173.8 (642)"
48381,"""Randall, (TX)""",53.8,"0.0 - 61.8 (645)"
48387,"""Red River, (TX)""",95,"88.5 - 173.8 (642)"
48393,"""Roberts, (TX)""",78.1,"78.0 - 88.4 (638)"
48397,"""Rockwall, (TX)""",92.8,"88.5 - 173.8 (642)"
48401,"""Rusk, (TX)""",78.7,"78.0 - 88.4 (638)"
48415,"""Scurry, (TX)""",75.1,"70.6 - 77.9 (646)"
48417,"""Shackelford, (TX)""",78,"78.0 - 88.4 (638)"
48421,"""Sherman, (TX)""",64.4,"61.9 - 70.5 (645)"
48423,"""Smith, (TX)""",71.9,"70.6 - 77.9 (646)"
48425,"""Somervell, (TX)""",84.5,"78.0 - 88.4 (638)"
48429,"""Stephens, (TX)""",81.8,"78.0 - 88.4 (638)"
48433,"""Stonewall, (TX)""",79.5,"78.0 - 88.4 (638)"
48437,"""Swisher, (TX)""",61.9,"61.9 - 70.5 (645)"
48439,"""Tarrant, (TX)""",90.1,"88.5 - 173.8 (642)"
48441,"""Taylor, (TX)""",87.5,"78.0 - 88.4 (638)"
48445,"""Terry, (TX)""",79.8,"78.0 - 88.4 (638)"
48447,"""Throckmorton, (TX)""",86.1,"78.0 - 88.4 (638)"
48449,"""Titus, (TX)""",85.8,"78.0 - 88.4 (638)"
48459,"""Upshur, (TX)""",89.6,"88.5 - 173.8 (642)"
48467,"""Van Zandt, (TX)""",81.9,"78.0 - 88.4 (638)"
48483,"""Wheeler, (TX)""",82.1,"78.0 - 88.4 (638)"
48485,"""Wichita, (TX)""",103.2,"88.5 - 173.8 (642)"
48487,"""Wilbarger, (TX)""",99.2,"88.5 - 173.8 (642)"
48497,"""Wise, (TX)""",84.9,"78.0 - 88.4 (638)"
48499,"""Wood, (TX)""",74.3,"70.6 - 77.9 (646)"
48501,"""Yoakum, (TX)""",66.7,"61.9 - 70.5 (645)"
48503,"""Young, (TX)""",89.8,"88.5 - 173.8 (642)"
56001,"""Albany, (WY)""",65.7,"61.9 - 70.5 (645)"
56005,"""Campbell, (WY)""",34.9,"0.0 - 61.8 (645)"
56009,"""Converse, (WY)""",67.5,"61.9 - 70.5 (645)"
56011,"""Crook, (WY)""",40.1,"0.0 - 61.8 (645)"
56015,"""Goshen, (WY)""",54.1,"0.0 - 61.8 (645)"
56019,"""Johnson, (WY)""",70.2,"61.9 - 70.5 (645)"
56021,"""Laramie, (WY)""",67.6,"61.9 - 70.5 (645)"
56027,"""Niobrara, (WY)""",68.2,"61.9 - 70.5 (645)"
56031,"""Platte, (WY)""",59.9,"0.0 - 61.8 (645)"
56045,"""Weston, (WY)""",60,"0.0 - 61.8 (645)"
16003,"""Adams, (ID)""",45.5,"0.0 - 61.8 (645)"
16009,"""Benewah, (ID)""",72.9,"70.6 - 77.9 (646)"
16017,"""Bonner, (ID)""",73.5,"70.6 - 77.9 (646)"
16021,"""Boundary, (ID)""",81.7,"78.0 - 88.4 (638)"
16035,"""Clearwater, (ID)""",67.9,"61.9 - 70.5 (645)"
16049,"""Idaho, (ID)""",59.7,"0.0 - 61.8 (645)"
16055,"""Kootenai, (ID)""",74,"70.6 - 77.9 (646)"
16057,"""Latah, (ID)""",74.9,"70.6 - 77.9 (646)"
16059,"""Lemhi, (ID)""",54.8,"0.0 - 61.8 (645)"
16061,"""Lewis, (ID)""",63.8,"61.9 - 70.5 (645)"
16069,"""Nez Perce, (ID)""",70.3,"61.9 - 70.5 (645)"
16079,"""Shoshone, (ID)""",74.9,"70.6 - 77.9 (646)"
16085,"""Valley, (ID)""",48.7,"0.0 - 61.8 (645)"
27005,"""Becker, (MN)""",64.9,"61.9 - 70.5 (645)"
27007,"""Beltrami, (MN)""",61.5,"0.0 - 61.8 (645)"
27009,"""Benton, (MN)""",67.7,"61.9 - 70.5 (645)"
27011,"""Big Stone, (MN)""",77.9,"70.6 - 77.9 (646)"
27019,"""Carver, (MN)""",57.5,"0.0 - 61.8 (645)"
27021,"""Cass, (MN)""",59,"0.0 - 61.8 (645)"
27023,"""Chippewa, (MN)""",57.1,"0.0 - 61.8 (645)"
27027,"""Clay, (MN)""",54.5,"0.0 - 61.8 (645)"
27029,"""Clearwater, (MN)""",66.5,"61.9 - 70.5 (645)"
27035,"""Crow Wing, (MN)""",59.1,"0.0 - 61.8 (645)"
27041,"""Douglas, (MN)""",57,"0.0 - 61.8 (645)"
27051,"""Grant, (MN)""",67.9,"61.9 - 70.5 (645)"
27057,"""Hubbard, (MN)""",58.9,"0.0 - 61.8 (645)"
27061,"""Itasca, (MN)""",69.8,"61.9 - 70.5 (645)"
27067,"""Kandiyohi, (MN)""",53.9,"0.0 - 61.8 (645)"
27069,"""Kittson, (MN)""",67.3,"61.9 - 70.5 (645)"
27071,"""Koochiching, (MN)""",75.1,"70.6 - 77.9 (646)"
27073,"""Lac qui Parle, (MN)""",61.7,"0.0 - 61.8 (645)"
27077,"""Lake of the Woods, (MN)""",71.6,"70.6 - 77.9 (646)"
27085,"""McLeod, (MN)""",50.2,"0.0 - 61.8 (645)"
27087,"""Mahnomen, (MN)""",65.9,"61.9 - 70.5 (645)"
27089,"""Marshall, (MN)""",67,"61.9 - 70.5 (645)"
27093,"""Meeker, (MN)""",52.2,"0.0 - 61.8 (645)"
27097,"""Morrison, (MN)""",57.4,"0.0 - 61.8 (645)"
27107,"""Norman, (MN)""",54.1,"0.0 - 61.8 (645)"
27111,"""Otter Tail, (MN)""",65,"61.9 - 70.5 (645)"
27113,"""Pennington, (MN)""",66.5,"61.9 - 70.5 (645)"
27119,"""Polk, (MN)""",59,"0.0 - 61.8 (645)"
27121,"""Pope, (MN)""",56.2,"0.0 - 61.8 (645)"
27125,"""Red Lake, (MN)""",65.8,"61.9 - 70.5 (645)"
27129,"""Renville, (MN)""",55.9,"0.0 - 61.8 (645)"
27135,"""Roseau, (MN)""",69.9,"61.9 - 70.5 (645)"
27141,"""Sherburne, (MN)""",61.4,"0.0 - 61.8 (645)"
27145,"""Stearns, (MN)""",54.2,"0.0 - 61.8 (645)"
27149,"""Stevens, (MN)""",68.1,"61.9 - 70.5 (645)"
27151,"""Swift, (MN)""",60.4,"0.0 - 61.8 (645)"
27153,"""Todd, (MN)""",55.2,"0.0 - 61.8 (645)"
27155,"""Traverse, (MN)""",81.6,"78.0 - 88.4 (638)"
27159,"""Wadena, (MN)""",69.5,"61.9 - 70.5 (645)"
27167,"""Wilkin, (MN)""",68.1,"61.9 - 70.5 (645)"
27171,"""Wright, (MN)""",57,"0.0 - 61.8 (645)"
27173,"""Yellow Medicine, (MN)""",62.7,"61.9 - 70.5 (645)"
30001,"""Beaverhead, (MT)""",60.5,"0.0 - 61.8 (645)"
30003,"""Big Horn, (MT)""",71.3,"70.6 - 77.9 (646)"
30005,"""Blaine, (MT)""",75.9,"70.6 - 77.9 (646)"
30007,"""Broadwater, (MT)""",52.8,"0.0 - 61.8 (645)"
30009,"""Carbon, (MT)""",71.5,"70.6 - 77.9 (646)"
30011,"""Carter, (MT)""",60.6,"0.0 - 61.8 (645)"
30013,"""Cascade, (MT)""",52.5,"0.0 - 61.8 (645)"
30015,"""Chouteau, (MT)""",57,"0.0 - 61.8 (645)"
30017,"""Custer, (MT)""",57.7,"0.0 - 61.8 (645)"
30019,"""Daniels, (MT)""",75.5,"70.6 - 77.9 (646)"
30021,"""Dawson, (MT)""",58.6,"0.0 - 61.8 (645)"
30023,"""Deer Lodge, (MT)""",53.8,"0.0 - 61.8 (645)"
30025,"""Fallon, (MT)""",62,"61.9 - 70.5 (645)"
30027,"""Fergus, (MT)""",75.6,"70.6 - 77.9 (646)"
30029,"""Flathead, (MT)""",59.2,"0.0 - 61.8 (645)"
30031,"""Gallatin, (MT)""",58.1,"0.0 - 61.8 (645)"
30033,"""Garfield, (MT)""",63.6,"61.9 - 70.5 (645)"
30035,"""Glacier, (MT)""",62.5,"61.9 - 70.5 (645)"
30037,"""Golden Valley, (MT)""",72.4,"70.6 - 77.9 (646)"
30039,"""Granite, (MT)""",60,"0.0 - 61.8 (645)"
30041,"""Hill, (MT)""",35.7,"0.0 - 61.8 (645)"
30043,"""Jefferson, (MT)""",54.5,"0.0 - 61.8 (645)"
30045,"""Judith Basin, (MT)""",58.9,"0.0 - 61.8 (645)"
30047,"""Lake, (MT)""",59.6,"0.0 - 61.8 (645)"
30049,"""Lewis and Clark, (MT)""",55.4,"0.0 - 61.8 (645)"
30051,"""Liberty, (MT)""",47.4,"0.0 - 61.8 (645)"
30053,"""Lincoln, (MT)""",68.1,"61.9 - 70.5 (645)"
30055,"""McCone, (MT)""",65.9,"61.9 - 70.5 (645)"
30057,"""Madison, (MT)""",59,"0.0 - 61.8 (645)"
30059,"""Meagher, (MT)""",56,"0.0 - 61.8 (645)"
30061,"""Mineral, (MT)""",59.5,"0.0 - 61.8 (645)"
30063,"""Missoula, (MT)""",60.2,"0.0 - 61.8 (645)"
30065,"""Musselshell, (MT)""",73.3,"70.6 - 77.9 (646)"
30067,"""Park, (MT)""",60.7,"0.0 - 61.8 (645)"
30069,"""Petroleum, (MT)""",77.3,"70.6 - 77.9 (646)"
30071,"""Phillips, (MT)""",78.4,"78.0 - 88.4 (638)"
30073,"""Pondera, (MT)""",61,"0.0 - 61.8 (645)"
30075,"""Powder River, (MT)""",47.2,"0.0 - 61.8 (645)"
30077,"""Powell, (MT)""",56.5,"0.0 - 61.8 (645)"
30079,"""Prairie, (MT)""",57.4,"0.0 - 61.8 (645)"
30081,"""Ravalli, (MT)""",58.5,"0.0 - 61.8 (645)"
30083,"""Richland, (MT)""",69.8,"61.9 - 70.5 (645)"
30085,"""Roosevelt, (MT)""",67.3,"61.9 - 70.5 (645)"
30087,"""Rosebud, (MT)""",70.8,"70.6 - 77.9 (646)"
30089,"""Sanders, (MT)""",63.2,"61.9 - 70.5 (645)"
30091,"""Sheridan, (MT)""",74.9,"70.6 - 77.9 (646)"
30093,"""Silver Bow, (MT)""",52,"0.0 - 61.8 (645)"
30095,"""Stillwater, (MT)""",70.7,"70.6 - 77.9 (646)"
30097,"""Sweet Grass, (MT)""",63.5,"61.9 - 70.5 (645)"
30099,"""Teton, (MT)""",55.6,"0.0 - 61.8 (645)"
30101,"""Toole, (MT)""",79,"78.0 - 88.4 (638)"
30103,"""Treasure, (MT)""",72.8,"70.6 - 77.9 (646)"
30105,"""Valley, (MT)""",72.8,"70.6 - 77.9 (646)"
30107,"""Wheatland, (MT)""",76.4,"70.6 - 77.9 (646)"
30109,"""Wibaux, (MT)""",60.3,"0.0 - 61.8 (645)"
30111,"""Yellowstone, (MT)""",70.9,"70.6 - 77.9 (646)"
38001,"""Adams, (ND)""",55,"0.0 - 61.8 (645)"
38003,"""Barnes, (ND)""",74.7,"70.6 - 77.9 (646)"
38005,"""Benson, (ND)""",73.4,"70.6 - 77.9 (646)"
38007,"""Billings, (ND)""",56,"0.0 - 61.8 (645)"
38009,"""Bottineau, (ND)""",74.4,"70.6 - 77.9 (646)"
38011,"""Bowman, (ND)""",100.7,"88.5 - 173.8 (642)"
38013,"""Burke, (ND)""",60,"0.0 - 61.8 (645)"
38015,"""Burleigh, (ND)""",72.9,"70.6 - 77.9 (646)"
38017,"""Cass, (ND)""",50.2,"0.0 - 61.8 (645)"
38019,"""Cavalier, (ND)""",82.8,"78.0 - 88.4 (638)"
38021,"""Dickey, (ND)""",61.9,"61.9 - 70.5 (645)"
38023,"""Divide, (ND)""",65.8,"61.9 - 70.5 (645)"
38025,"""Dunn, (ND)""",47.2,"0.0 - 61.8 (645)"
