"cnty_fips","display_name","Value","theme_range"
54019,"""Fayette, (WV)""",91.8,"88.5 - 173.8 (642)"
54039,"""Kanawha, (WV)""",90.6,"88.5 - 173.8 (642)"
54043,"""Lincoln, (WV)""",89.3,"88.5 - 173.8 (642)"
54045,"""Logan, (WV)""",96.6,"88.5 - 173.8 (642)"
54047,"""McDowell, (WV)""",69.9,"61.9 - 70.5 (645)"
54055,"""Mercer, (WV)""",77,"70.6 - 77.9 (646)"
54059,"""Mingo, (WV)""",90.3,"88.5 - 173.8 (642)"
54067,"""Nicholas, (WV)""",90.2,"88.5 - 173.8 (642)"
54081,"""Raleigh, (WV)""",90,"88.5 - 173.8 (642)"
54089,"""Summers, (WV)""",81.9,"78.0 - 88.4 (638)"
54099,"""Wayne, (WV)""",79.8,"78.0 - 88.4 (638)"
54109,"""Wyoming, (WV)""",90.4,"88.5 - 173.8 (642)"
18001,"""Adams, (IN)""",72.6,"70.6 - 77.9 (646)"
18003,"""Allen, (IN)""",83.4,"78.0 - 88.4 (638)"
18005,"""Bartholomew, (IN)""",79.5,"78.0 - 88.4 (638)"
18009,"""Blackford, (IN)""",82.6,"78.0 - 88.4 (638)"
18011,"""Boone, (IN)""",74.1,"70.6 - 77.9 (646)"
18013,"""Brown, (IN)""",60.2,"0.0 - 61.8 (645)"
18015,"""Carroll, (IN)""",75.9,"70.6 - 77.9 (646)"
18017,"""Cass, (IN)""",80.7,"78.0 - 88.4 (638)"
18019,"""Clark, (IN)""",73.4,"70.6 - 77.9 (646)"
18021,"""Clay, (IN)""",77.8,"70.6 - 77.9 (646)"
18023,"""Clinton, (IN)""",69.5,"61.9 - 70.5 (645)"
18027,"""Daviess, (IN)""",82.8,"78.0 - 88.4 (638)"
18029,"""Dearborn, (IN)""",85.8,"78.0 - 88.4 (638)"
18031,"""Decatur, (IN)""",79.3,"78.0 - 88.4 (638)"
18033,"""DeKalb, (IN)""",82.6,"78.0 - 88.4 (638)"
18035,"""Delaware, (IN)""",90.5,"88.5 - 173.8 (642)"
18039,"""Elkhart, (IN)""",86.4,"78.0 - 88.4 (638)"
18041,"""Fayette, (IN)""",78.3,"78.0 - 88.4 (638)"
18047,"""Franklin, (IN)""",82.8,"78.0 - 88.4 (638)"
18049,"""Fulton, (IN)""",83.7,"78.0 - 88.4 (638)"
18053,"""Grant, (IN)""",86.7,"78.0 - 88.4 (638)"
18055,"""Greene, (IN)""",73.1,"70.6 - 77.9 (646)"
18057,"""Hamilton, (IN)""",68.3,"61.9 - 70.5 (645)"
18059,"""Hancock, (IN)""",74.5,"70.6 - 77.9 (646)"
18063,"""Hendricks, (IN)""",76.3,"70.6 - 77.9 (646)"
18065,"""Henry, (IN)""",89,"88.5 - 173.8 (642)"
18067,"""Howard, (IN)""",79.3,"78.0 - 88.4 (638)"
18069,"""Huntington, (IN)""",85,"78.0 - 88.4 (638)"
18071,"""Jackson, (IN)""",90.2,"88.5 - 173.8 (642)"
18073,"""Jasper, (IN)""",72.8,"70.6 - 77.9 (646)"
18075,"""Jay, (IN)""",68.7,"61.9 - 70.5 (645)"
18077,"""Jefferson, (IN)""",93.3,"88.5 - 173.8 (642)"
18079,"""Jennings, (IN)""",96.1,"88.5 - 173.8 (642)"
18081,"""Johnson, (IN)""",74.7,"70.6 - 77.9 (646)"
18085,"""Kosciusko, (IN)""",77.8,"70.6 - 77.9 (646)"
18087,"""LaGrange, (IN)""",84.4,"78.0 - 88.4 (638)"
18091,"""LaPorte, (IN)""",68,"61.9 - 70.5 (645)"
18093,"""Lawrence, (IN)""",78.9,"78.0 - 88.4 (638)"
18095,"""Madison, (IN)""",84.1,"78.0 - 88.4 (638)"
18097,"""Marion, (IN)""",75.7,"70.6 - 77.9 (646)"
18099,"""Marshall, (IN)""",80.6,"78.0 - 88.4 (638)"
18101,"""Martin, (IN)""",79,"78.0 - 88.4 (638)"
18103,"""Miami, (IN)""",84.1,"78.0 - 88.4 (638)"
18105,"""Monroe, (IN)""",59.9,"0.0 - 61.8 (645)"
18107,"""Montgomery, (IN)""",76.1,"70.6 - 77.9 (646)"
18109,"""Morgan, (IN)""",71.3,"70.6 - 77.9 (646)"
18113,"""Noble, (IN)""",82.5,"78.0 - 88.4 (638)"
18115,"""Ohio, (IN)""",68.8,"61.9 - 70.5 (645)"
18117,"""Orange, (IN)""",83.9,"78.0 - 88.4 (638)"
18119,"""Owen, (IN)""",67.2,"61.9 - 70.5 (645)"
18127,"""Porter, (IN)""",71.8,"70.6 - 77.9 (646)"
18131,"""Pulaski, (IN)""",78.6,"78.0 - 88.4 (638)"
18133,"""Putnam, (IN)""",73.9,"70.6 - 77.9 (646)"
18135,"""Randolph, (IN)""",89.8,"88.5 - 173.8 (642)"
18137,"""Ripley, (IN)""",74.9,"70.6 - 77.9 (646)"
18139,"""Rush, (IN)""",77,"70.6 - 77.9 (646)"
18141,"""St. Joseph, (IN)""",93.8,"88.5 - 173.8 (642)"
18143,"""Scott, (IN)""",99.3,"88.5 - 173.8 (642)"
18145,"""Shelby, (IN)""",76.3,"70.6 - 77.9 (646)"
18149,"""Starke, (IN)""",74.5,"70.6 - 77.9 (646)"
18151,"""Steuben, (IN)""",68.9,"61.9 - 70.5 (645)"
18155,"""Switzerland, (IN)""",66.4,"61.9 - 70.5 (645)"
18157,"""Tippecanoe, (IN)""",74.4,"70.6 - 77.9 (646)"
18159,"""Tipton, (IN)""",74.1,"70.6 - 77.9 (646)"
18161,"""Union, (IN)""",90.3,"88.5 - 173.8 (642)"
18169,"""Wabash, (IN)""",89.9,"88.5 - 173.8 (642)"
18175,"""Washington, (IN)""",84.4,"78.0 - 88.4 (638)"
18177,"""Wayne, (IN)""",87.8,"78.0 - 88.4 (638)"
18179,"""Wells, (IN)""",81.3,"78.0 - 88.4 (638)"
18181,"""White, (IN)""",75.3,"70.6 - 77.9 (646)"
18183,"""Whitley, (IN)""",84.8,"78.0 - 88.4 (638)"
21015,"""Boone, (KY)""",74.2,"70.6 - 77.9 (646)"
21023,"""Bracken, (KY)""",99.6,"88.5 - 173.8 (642)"
21037,"""Campbell, (KY)""",86.1,"78.0 - 88.4 (638)"
21041,"""Carroll, (KY)""",63.8,"61.9 - 70.5 (645)"
21077,"""Gallatin, (KY)""",72.9,"70.6 - 77.9 (646)"
21081,"""Grant, (KY)""",72.4,"70.6 - 77.9 (646)"
21089,"""Greenup, (KY)""",86.7,"78.0 - 88.4 (638)"
21097,"""Harrison, (KY)""",111.1,"88.5 - 173.8 (642)"
21103,"""Henry, (KY)""",59.1,"0.0 - 61.8 (645)"
21117,"""Kenton, (KY)""",80.8,"78.0 - 88.4 (638)"
21135,"""Lewis, (KY)""",94.5,"88.5 - 173.8 (642)"
21161,"""Mason, (KY)""",111.7,"88.5 - 173.8 (642)"
21185,"""Oldham, (KY)""",67.6,"61.9 - 70.5 (645)"
21187,"""Owen, (KY)""",70.2,"61.9 - 70.5 (645)"
21191,"""Pendleton, (KY)""",72.8,"70.6 - 77.9 (646)"
21201,"""Robertson, (KY)""",111,"88.5 - 173.8 (642)"
21223,"""Trimble, (KY)""",67,"61.9 - 70.5 (645)"
26005,"""Allegan, (MI)""",67.5,"61.9 - 70.5 (645)"
26011,"""Arenac, (MI)""",66.8,"61.9 - 70.5 (645)"
26015,"""Barry, (MI)""",73.5,"70.6 - 77.9 (646)"
26017,"""Bay, (MI)""",64.7,"61.9 - 70.5 (645)"
26019,"""Benzie, (MI)""",78.6,"78.0 - 88.4 (638)"
26021,"""Berrien, (MI)""",94.2,"88.5 - 173.8 (642)"
26023,"""Branch, (MI)""",77.3,"70.6 - 77.9 (646)"
26025,"""Calhoun, (MI)""",88.8,"88.5 - 173.8 (642)"
26027,"""Cass, (MI)""",82.5,"78.0 - 88.4 (638)"
26035,"""Clare, (MI)""",94.9,"88.5 - 173.8 (642)"
26037,"""Clinton, (MI)""",60.2,"0.0 - 61.8 (645)"
26045,"""Eaton, (MI)""",68.4,"61.9 - 70.5 (645)"
26049,"""Genesee, (MI)""",107.7,"88.5 - 173.8 (642)"
26051,"""Gladwin, (MI)""",92.7,"88.5 - 173.8 (642)"
26057,"""Gratiot, (MI)""",84.8,"78.0 - 88.4 (638)"
26059,"""Hillsdale, (MI)""",68.9,"61.9 - 70.5 (645)"
26063,"""Huron, (MI)""",60.5,"0.0 - 61.8 (645)"
26065,"""Ingham, (MI)""",70.4,"61.9 - 70.5 (645)"
26067,"""Ionia, (MI)""",68.5,"61.9 - 70.5 (645)"
26069,"""Iosco, (MI)""",80.9,"78.0 - 88.4 (638)"
26073,"""Isabella, (MI)""",90.1,"88.5 - 173.8 (642)"
26075,"""Jackson, (MI)""",70.9,"70.6 - 77.9 (646)"
26077,"""Kalamazoo, (MI)""",68,"61.9 - 70.5 (645)"
26081,"""Kent, (MI)""",62.4,"61.9 - 70.5 (645)"
26085,"""Lake, (MI)""",87.6,"78.0 - 88.4 (638)"
26087,"""Lapeer, (MI)""",86.8,"78.0 - 88.4 (638)"
26091,"""Lenawee, (MI)""",68.3,"61.9 - 70.5 (645)"
26093,"""Livingston, (MI)""",66.9,"61.9 - 70.5 (645)"
26099,"""Macomb, (MI)""",71.2,"70.6 - 77.9 (646)"
26101,"""Manistee, (MI)""",88.5,"88.5 - 173.8 (642)"
26105,"""Mason, (MI)""",85.7,"78.0 - 88.4 (638)"
26107,"""Mecosta, (MI)""",90.1,"88.5 - 173.8 (642)"
26111,"""Midland, (MI)""",76.5,"70.6 - 77.9 (646)"
26113,"""Missaukee, (MI)""",124.3,"88.5 - 173.8 (642)"
26115,"""Monroe, (MI)""",66,"61.9 - 70.5 (645)"
26117,"""Montcalm, (MI)""",77.2,"70.6 - 77.9 (646)"
26121,"""Muskegon, (MI)""",78.1,"78.0 - 88.4 (638)"
26123,"""Newaygo, (MI)""",80.8,"78.0 - 88.4 (638)"
26125,"""Oakland, (MI)""",79,"78.0 - 88.4 (638)"
26127,"""Oceana, (MI)""",84.6,"78.0 - 88.4 (638)"
26129,"""Ogemaw, (MI)""",74.9,"70.6 - 77.9 (646)"
26133,"""Osceola, (MI)""",95,"88.5 - 173.8 (642)"
26139,"""Ottawa, (MI)""",68.3,"61.9 - 70.5 (645)"
26143,"""Roscommon, (MI)""",57.4,"0.0 - 61.8 (645)"
26145,"""Saginaw, (MI)""",75.5,"70.6 - 77.9 (646)"
26147,"""St. Clair, (MI)""",71.6,"70.6 - 77.9 (646)"
26149,"""St. Joseph, (MI)""",84.5,"78.0 - 88.4 (638)"
26151,"""Sanilac, (MI)""",66.5,"61.9 - 70.5 (645)"
26155,"""Shiawassee, (MI)""",111,"88.5 - 173.8 (642)"
26157,"""Tuscola, (MI)""",68.3,"61.9 - 70.5 (645)"
26159,"""Van Buren, (MI)""",81.4,"78.0 - 88.4 (638)"
26161,"""Washtenaw, (MI)""",72.3,"70.6 - 77.9 (646)"
26163,"""Wayne, (MI)""",78.4,"78.0 - 88.4 (638)"
26165,"""Wexford, (MI)""",102.6,"88.5 - 173.8 (642)"
39001,"""Adams, (OH)""",91.7,"88.5 - 173.8 (642)"
39003,"""Allen, (OH)""",80.8,"78.0 - 88.4 (638)"
39005,"""Ashland, (OH)""",76.4,"70.6 - 77.9 (646)"
39007,"""Ashtabula, (OH)""",70.6,"70.6 - 77.9 (646)"
39009,"""Athens, (OH)""",73.1,"70.6 - 77.9 (646)"
39011,"""Auglaize, (OH)""",83,"78.0 - 88.4 (638)"
39013,"""Belmont, (OH)""",60.5,"0.0 - 61.8 (645)"
39015,"""Brown, (OH)""",99.9,"88.5 - 173.8 (642)"
39017,"""Butler, (OH)""",98,"88.5 - 173.8 (642)"
39019,"""Carroll, (OH)""",78.4,"78.0 - 88.4 (638)"
39021,"""Champaign, (OH)""",92.8,"88.5 - 173.8 (642)"
39023,"""Clark, (OH)""",113.2,"88.5 - 173.8 (642)"
39025,"""Clermont, (OH)""",98.2,"88.5 - 173.8 (642)"
39027,"""Clinton, (OH)""",98,"88.5 - 173.8 (642)"
39029,"""Columbiana, (OH)""",75.8,"70.6 - 77.9 (646)"
39031,"""Coshocton, (OH)""",73.9,"70.6 - 77.9 (646)"
39033,"""Crawford, (OH)""",82.6,"78.0 - 88.4 (638)"
39035,"""Cuyahoga, (OH)""",71.1,"70.6 - 77.9 (646)"
39037,"""Darke, (OH)""",88.3,"78.0 - 88.4 (638)"
39039,"""Defiance, (OH)""",81.9,"78.0 - 88.4 (638)"
39041,"""Delaware, (OH)""",64.5,"61.9 - 70.5 (645)"
39043,"""Erie, (OH)""",77.9,"70.6 - 77.9 (646)"
39045,"""Fairfield, (OH)""",73.4,"70.6 - 77.9 (646)"
39047,"""Fayette, (OH)""",84.3,"78.0 - 88.4 (638)"
39049,"""Franklin, (OH)""",87.1,"78.0 - 88.4 (638)"
39051,"""Fulton, (OH)""",79.8,"78.0 - 88.4 (638)"
39053,"""Gallia, (OH)""",98.8,"88.5 - 173.8 (642)"
39055,"""Geauga, (OH)""",71,"70.6 - 77.9 (646)"
39057,"""Greene, (OH)""",97.1,"88.5 - 173.8 (642)"
39059,"""Guernsey, (OH)""",70.7,"70.6 - 77.9 (646)"
39061,"""Hamilton, (OH)""",93.7,"88.5 - 173.8 (642)"
39063,"""Hancock, (OH)""",73.9,"70.6 - 77.9 (646)"
39065,"""Hardin, (OH)""",79.4,"78.0 - 88.4 (638)"
39067,"""Harrison, (OH)""",72.2,"70.6 - 77.9 (646)"
39069,"""Henry, (OH)""",68.9,"61.9 - 70.5 (645)"
39071,"""Highland, (OH)""",86.1,"78.0 - 88.4 (638)"
39073,"""Hocking, (OH)""",70.2,"61.9 - 70.5 (645)"
39075,"""Holmes, (OH)""",77,"70.6 - 77.9 (646)"
39077,"""Huron, (OH)""",81.7,"78.0 - 88.4 (638)"
39079,"""Jackson, (OH)""",92.3,"88.5 - 173.8 (642)"
39081,"""Jefferson, (OH)""",77.9,"70.6 - 77.9 (646)"
39083,"""Knox, (OH)""",71.9,"70.6 - 77.9 (646)"
39085,"""Lake, (OH)""",70,"61.9 - 70.5 (645)"
39087,"""Lawrence, (OH)""",101.6,"88.5 - 173.8 (642)"
39089,"""Licking, (OH)""",74.1,"70.6 - 77.9 (646)"
39091,"""Logan, (OH)""",85.8,"78.0 - 88.4 (638)"
39093,"""Lorain, (OH)""",76.2,"70.6 - 77.9 (646)"
39095,"""Lucas, (OH)""",91.6,"88.5 - 173.8 (642)"
39097,"""Madison, (OH)""",80.6,"78.0 - 88.4 (638)"
39099,"""Mahoning, (OH)""",74,"70.6 - 77.9 (646)"
39101,"""Marion, (OH)""",70.2,"61.9 - 70.5 (645)"
39103,"""Medina, (OH)""",72.2,"70.6 - 77.9 (646)"
39105,"""Meigs, (OH)""",90.6,"88.5 - 173.8 (642)"
39107,"""Mercer, (OH)""",71.2,"70.6 - 77.9 (646)"
39109,"""Miami, (OH)""",106.2,"88.5 - 173.8 (642)"
39111,"""Monroe, (OH)""",67.8,"61.9 - 70.5 (645)"
39113,"""Montgomery, (OH)""",119.9,"88.5 - 173.8 (642)"
39115,"""Morgan, (OH)""",73.5,"70.6 - 77.9 (646)"
39117,"""Morrow, (OH)""",67,"61.9 - 70.5 (645)"
39119,"""Muskingum, (OH)""",72.5,"70.6 - 77.9 (646)"
39121,"""Noble, (OH)""",71.4,"70.6 - 77.9 (646)"
39123,"""Ottawa, (OH)""",85.9,"78.0 - 88.4 (638)"
39125,"""Paulding, (OH)""",80.4,"78.0 - 88.4 (638)"
39127,"""Perry, (OH)""",69.5,"61.9 - 70.5 (645)"
39129,"""Pickaway, (OH)""",82.4,"78.0 - 88.4 (638)"
39131,"""Pike, (OH)""",81.5,"78.0 - 88.4 (638)"
39133,"""Portage, (OH)""",72.2,"70.6 - 77.9 (646)"
39135,"""Preble, (OH)""",106.4,"88.5 - 173.8 (642)"
39137,"""Putnam, (OH)""",71,"70.6 - 77.9 (646)"
39139,"""Richland, (OH)""",77.2,"70.6 - 77.9 (646)"
39141,"""Ross, (OH)""",79.1,"78.0 - 88.4 (638)"
39143,"""Sandusky, (OH)""",78,"78.0 - 88.4 (638)"
39145,"""Scioto, (OH)""",82.5,"78.0 - 88.4 (638)"
39147,"""Seneca, (OH)""",78.7,"78.0 - 88.4 (638)"
39149,"""Shelby, (OH)""",91.1,"88.5 - 173.8 (642)"
39151,"""Stark, (OH)""",75.3,"70.6 - 77.9 (646)"
39153,"""Summit, (OH)""",74.1,"70.6 - 77.9 (646)"
39155,"""Trumbull, (OH)""",72.6,"70.6 - 77.9 (646)"
39157,"""Tuscarawas, (OH)""",79.1,"78.0 - 88.4 (638)"
39159,"""Union, (OH)""",76.1,"70.6 - 77.9 (646)"
39161,"""Van Wert, (OH)""",79.8,"78.0 - 88.4 (638)"
39163,"""Vinton, (OH)""",80.4,"78.0 - 88.4 (638)"
39165,"""Warren, (OH)""",102,"88.5 - 173.8 (642)"
39167,"""Washington, (OH)""",76.2,"70.6 - 77.9 (646)"
39169,"""Wayne, (OH)""",74.6,"70.6 - 77.9 (646)"
39171,"""Williams, (OH)""",65.8,"61.9 - 70.5 (645)"
39173,"""Wood, (OH)""",81.1,"78.0 - 88.4 (638)"
39175,"""Wyandot, (OH)""",75.2,"70.6 - 77.9 (646)"
54007,"""Braxton, (WV)""",70,"61.9 - 70.5 (645)"
54011,"""Cabell, (WV)""",89.5,"88.5 - 173.8 (642)"
54013,"""Calhoun, (WV)""",67.2,"61.9 - 70.5 (645)"
54015,"""Clay, (WV)""",91.2,"88.5 - 173.8 (642)"
54017,"""Doddridge, (WV)""",66.3,"61.9 - 70.5 (645)"
54021,"""Gilmer, (WV)""",72.4,"70.6 - 77.9 (646)"
54035,"""Jackson, (WV)""",89.5,"88.5 - 173.8 (642)"
54051,"""Marshall, (WV)""",72.9,"70.6 - 77.9 (646)"
54053,"""Mason, (WV)""",91.8,"88.5 - 173.8 (642)"
54069,"""Ohio, (WV)""",76.7,"70.6 - 77.9 (646)"
54073,"""Pleasants, (WV)""",78.9,"78.0 - 88.4 (638)"
54079,"""Putnam, (WV)""",90.8,"88.5 - 173.8 (642)"
54085,"""Ritchie, (WV)""",78.8,"78.0 - 88.4 (638)"
54087,"""Roane, (WV)""",91,"88.5 - 173.8 (642)"
54095,"""Tyler, (WV)""",72.9,"70.6 - 77.9 (646)"
54103,"""Wetzel, (WV)""",64.6,"61.9 - 70.5 (645)"
54105,"""Wirt, (WV)""",80.1,"78.0 - 88.4 (638)"
54107,"""Wood, (WV)""",80.3,"78.0 - 88.4 (638)"
12011,"""Broward, (FL)""",113.1,"88.5 - 173.8 (642)"
12085,"""Martin, (FL)""",67.9,"61.9 - 70.5 (645)"
12086,"""Miami-Dade, (FL)""",87.1,"78.0 - 88.4 (638)"
12099,"""Palm Beach, (FL)""",68.9,"61.9 - 70.5 (645)"
12111,"""St. Lucie, (FL)""",70.4,"61.9 - 70.5 (645)"
24037,"""St. Mary's, (MD)""",58.1,"0.0 - 61.8 (645)"
24039,"""Somerset, (MD)""",103.3,"88.5 - 173.8 (642)"
24047,"""Worcester, (MD)""",86.9,"78.0 - 88.4 (638)"
37001,"""Alamance, (NC)""",81.4,"78.0 - 88.4 (638)"
37007,"""Anson, (NC)""",91.1,"88.5 - 173.8 (642)"
37013,"""Beaufort, (NC)""",84.2,"78.0 - 88.4 (638)"
37015,"""Bertie, (NC)""",94.6,"88.5 - 173.8 (642)"
37017,"""Bladen, (NC)""",81.4,"78.0 - 88.4 (638)"
37019,"""Brunswick, (NC)""",71.9,"70.6 - 77.9 (646)"
37025,"""Cabarrus, (NC)""",75.8,"70.6 - 77.9 (646)"
37029,"""Camden, (NC)""",83.1,"78.0 - 88.4 (638)"
37031,"""Carteret, (NC)""",83.9,"78.0 - 88.4 (638)"
37033,"""Caswell, (NC)""",63.9,"61.9 - 70.5 (645)"
37037,"""Chatham, (NC)""",67.7,"61.9 - 70.5 (645)"
37041,"""Chowan, (NC)""",99.1,"88.5 - 173.8 (642)"
37047,"""Columbus, (NC)""",83.6,"78.0 - 88.4 (638)"
37049,"""Craven, (NC)""",70.8,"70.6 - 77.9 (646)"
37051,"""Cumberland, (NC)""",74.2,"70.6 - 77.9 (646)"
37053,"""Currituck, (NC)""",81.9,"78.0 - 88.4 (638)"
37055,"""Dare, (NC)""",95.1,"88.5 - 173.8 (642)"
37057,"""Davidson, (NC)""",84.2,"78.0 - 88.4 (638)"
37059,"""Davie, (NC)""",85.2,"78.0 - 88.4 (638)"
37061,"""Duplin, (NC)""",98.2,"88.5 - 173.8 (642)"
37063,"""Durham, (NC)""",58.7,"0.0 - 61.8 (645)"
37065,"""Edgecombe, (NC)""",150.1,"88.5 - 173.8 (642)"
37067,"""Forsyth, (NC)""",84.7,"78.0 - 88.4 (638)"
37069,"""Franklin, (NC)""",90.5,"88.5 - 173.8 (642)"
37073,"""Gates, (NC)""",80.3,"78.0 - 88.4 (638)"
37077,"""Granville, (NC)""",77.8,"70.6 - 77.9 (646)"
37079,"""Greene, (NC)""",111.4,"88.5 - 173.8 (642)"
37081,"""Guilford, (NC)""",85.5,"78.0 - 88.4 (638)"
37083,"""Halifax, (NC)""",108.3,"88.5 - 173.8 (642)"
37085,"""Harnett, (NC)""",80,"78.0 - 88.4 (638)"
37091,"""Hertford, (NC)""",81.4,"78.0 - 88.4 (638)"
37093,"""Hoke, (NC)""",92.2,"88.5 - 173.8 (642)"
37095,"""Hyde, (NC)""",89.2,"88.5 - 173.8 (642)"
37101,"""Johnston, (NC)""",83.6,"78.0 - 88.4 (638)"
37103,"""Jones, (NC)""",87,"78.0 - 88.4 (638)"
37105,"""Lee, (NC)""",77.3,"70.6 - 77.9 (646)"
37107,"""Lenoir, (NC)""",127.4,"88.5 - 173.8 (642)"
37117,"""Martin, (NC)""",102.6,"88.5 - 173.8 (642)"
37123,"""Montgomery, (NC)""",74.1,"70.6 - 77.9 (646)"
37125,"""Moore, (NC)""",69,"61.9 - 70.5 (645)"
37127,"""Nash, (NC)""",103,"88.5 - 173.8 (642)"
37129,"""New Hanover, (NC)""",94.1,"88.5 - 173.8 (642)"
37131,"""Northampton, (NC)""",85.3,"78.0 - 88.4 (638)"
37133,"""Onslow, (NC)""",91.5,"88.5 - 173.8 (642)"
37135,"""Orange, (NC)""",55.1,"0.0 - 61.8 (645)"
37137,"""Pamlico, (NC)""",72.6,"70.6 - 77.9 (646)"
37139,"""Pasquotank, (NC)""",74.3,"70.6 - 77.9 (646)"
37141,"""Pender, (NC)""",88.6,"88.5 - 173.8 (642)"
37143,"""Perquimans, (NC)""",80.2,"78.0 - 88.4 (638)"
37145,"""Person, (NC)""",61.2,"0.0 - 61.8 (645)"
37147,"""Pitt, (NC)""",103.6,"88.5 - 173.8 (642)"
37151,"""Randolph, (NC)""",82.5,"78.0 - 88.4 (638)"
37153,"""Richmond, (NC)""",122.8,"88.5 - 173.8 (642)"
37155,"""Robeson, (NC)""",94,"88.5 - 173.8 (642)"
37157,"""Rockingham, (NC)""",84.3,"78.0 - 88.4 (638)"
37159,"""Rowan, (NC)""",83.8,"78.0 - 88.4 (638)"
37163,"""Sampson, (NC)""",85.8,"78.0 - 88.4 (638)"
37165,"""Scotland, (NC)""",77.4,"70.6 - 77.9 (646)"
37167,"""Stanly, (NC)""",79.7,"78.0 - 88.4 (638)"
37169,"""Stokes, (NC)""",85.1,"78.0 - 88.4 (638)"
37177,"""Tyrrell, (NC)""",84.4,"78.0 - 88.4 (638)"
37179,"""Union, (NC)""",73.3,"70.6 - 77.9 (646)"
37181,"""Vance, (NC)""",91.7,"88.5 - 173.8 (642)"
37183,"""Wake, (NC)""",82.6,"78.0 - 88.4 (638)"
37185,"""Warren, (NC)""",91.4,"88.5 - 173.8 (642)"
37187,"""Washington, (NC)""",88.5,"88.5 - 173.8 (642)"
37191,"""Wayne, (NC)""",112.5,"88.5 - 173.8 (642)"
37195,"""Wilson, (NC)""",91.8,"88.5 - 173.8 (642)"
45015,"""Berkeley, (SC)""",80.3,"78.0 - 88.4 (638)"
45019,"""Charleston, (SC)""",78.9,"78.0 - 88.4 (638)"
45025,"""Chesterfield, (SC)""",109.1,"88.5 - 173.8 (642)"
45027,"""Clarendon, (SC)""",113.2,"88.5 - 173.8 (642)"
45031,"""Darlington, (SC)""",164.9,"88.5 - 173.8 (642)"
45033,"""Dillon, (SC)""",136.2,"88.5 - 173.8 (642)"
45035,"""Dorchester, (SC)""",91.6,"88.5 - 173.8 (642)"
45041,"""Florence, (SC)""",163.1,"88.5 - 173.8 (642)"
45043,"""Georgetown, (SC)""",95,"88.5 - 173.8 (642)"
45051,"""Horry, (SC)""",91.7,"88.5 - 173.8 (642)"
45055,"""Kershaw, (SC)""",76.7,"70.6 - 77.9 (646)"
45061,"""Lee, (SC)""",144.2,"88.5 - 173.8 (642)"
45067,"""Marion, (SC)""",126.9,"88.5 - 173.8 (642)"
45069,"""Marlboro, (SC)""",111.7,"88.5 - 173.8 (642)"
45085,"""Sumter, (SC)""",99.1,"88.5 - 173.8 (642)"
45089,"""Williamsburg, (SC)""",122.8,"88.5 - 173.8 (642)"
51001,"""Accomack, (VA)""",92.1,"88.5 - 173.8 (642)"
51003,"""Albemarle, (VA)""",61.7,"0.0 - 61.8 (645)"
51005,"""Alleghany, (VA)""",72,"70.6 - 77.9 (646)"
51007,"""Amelia, (VA)""",80.5,"78.0 - 88.4 (638)"
51009,"""Amherst, (VA)""",91.5,"88.5 - 173.8 (642)"
51011,"""Appomattox, (VA)""",86.1,"78.0 - 88.4 (638)"
51015,"""Augusta, (VA)""",63.2,"61.9 - 70.5 (645)"
51017,"""Bath, (VA)""",66.7,"61.9 - 70.5 (645)"
51019,"""Bedford County, (VA)""",90.3,"88.5 - 173.8 (642)"
51023,"""Botetourt, (VA)""",74.2,"70.6 - 77.9 (646)"
51025,"""Brunswick, (VA)""",95.5,"88.5 - 173.8 (642)"
51029,"""Buckingham, (VA)""",73.8,"70.6 - 77.9 (646)"
51031,"""Campbell, (VA)""",82,"78.0 - 88.4 (638)"
51033,"""Caroline, (VA)""",73.9,"70.6 - 77.9 (646)"
51036,"""Charles City, (VA)""",77.3,"70.6 - 77.9 (646)"
51037,"""Charlotte, (VA)""",94.5,"88.5 - 173.8 (642)"
51041,"""Chesterfield, (VA)""",80.4,"78.0 - 88.4 (638)"
51045,"""Craig, (VA)""",74,"70.6 - 77.9 (646)"
51049,"""Cumberland, (VA)""",71.5,"70.6 - 77.9 (646)"
51053,"""Dinwiddie, (VA)""",85.9,"78.0 - 88.4 (638)"
51057,"""Essex, (VA)""",74.3,"70.6 - 77.9 (646)"
51063,"""Floyd, (VA)""",74.7,"70.6 - 77.9 (646)"
51065,"""Fluvanna, (VA)""",62.2,"61.9 - 70.5 (645)"
51067,"""Franklin County, (VA)""",76,"70.6 - 77.9 (646)"
51073,"""Gloucester, (VA)""",75.5,"70.6 - 77.9 (646)"
51075,"""Goochland, (VA)""",77,"70.6 - 77.9 (646)"
51079,"""Greene, (VA)""",68,"61.9 - 70.5 (645)"
51081,"""Greensville, (VA)""",91.1,"88.5 - 173.8 (642)"
51083,"""Halifax, (VA)""",90.9,"88.5 - 173.8 (642)"
51085,"""Hanover, (VA)""",79.6,"78.0 - 88.4 (638)"
51087,"""Henrico, (VA)""",79.4,"78.0 - 88.4 (638)"
51089,"""Henry, (VA)""",76.9,"70.6 - 77.9 (646)"
51093,"""Isle of Wight, (VA)""",80.7,"78.0 - 88.4 (638)"
51095,"""James City, (VA)""",72.8,"70.6 - 77.9 (646)"
51097,"""King and Queen, (VA)""",78,"78.0 - 88.4 (638)"
51099,"""King George, (VA)""",70.4,"61.9 - 70.5 (645)"
51101,"""King William, (VA)""",82.8,"78.0 - 88.4 (638)"
